employee_id,gender,job_class,job_grade,role_level,role_level_encoded,division,location,tenure_years,performance,salary
CNF1289,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,0,57.9,57600.0
CNF1290,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,68.2,62400.0
CNF1291,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,3,57.3,97400.0
CNF1292,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,11,79.7,102600.0
CNF1293,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,13,64.7,96300.0
CNF1294,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,2,51.7,122900.0
CNF1295,Male,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,3,76.2,152100.0
CNF1296,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,11,49.9,83200.0
CNF1297,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,8,58.3,82700.0
CNF1298,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,40.5,51400.0
CNF1299,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,1,50.1,100100.0
CNF1300,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,2,72.5,109600.0
CNF1301,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,1,42.5,63400.0
CNF1302,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,1,49.3,190700.0
CNF1303,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,70.0,69000.0
CNF1304,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,5,62.4,89500.0
CNF1305,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,1,97.9,125000.0
CNF1306,Male,Regional Director,Grade 6,Director,4,Retail Banking,Calgary,0,95.7,145600.0
CNF1307,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,1,57.8,110900.0
CNF1308,Male,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,8,77.8,162500.0
CNF1309,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,9,80.5,109000.0
CNF1310,Male,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,3,61.6,154400.0
CNF1311,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,2,49.1,60800.0
CNF1312,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,19,69.8,172800.0
CNF1313,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,1,67.6,93000.0
CNF1314,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,1,63.9,150700.0
CNF1315,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,1,76.2,91200.0
CNF1316,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,59.5,97000.0
CNF1317,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,2,53.9,80800.0
CNF1318,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,12,71.5,116000.0
CNF1319,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,4,75.4,68800.0
CNF1320,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,2,53.5,56900.0
CNF1321,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,13,83.0,78100.0
CNF1322,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,0,45.2,53000.0
CNF1323,Female,Regional Director,Grade 6,Director,4,Retail Banking,Calgary,1,61.9,130200.0
CNF1324,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,4,66.4,83300.0
CNF1325,Female,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Calgary,4,61.1,192400.0
CNF1326,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,0,62.1,72400.0
CNF1327,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,2,96.2,67300.0
CNF1328,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,5,58.1,114700.0
CNF1329,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,5,100.0,124900.0
CNF1330,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,5,76.1,110400.0
CNF1331,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,71.3,103100.0
CNF1332,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,76.7,132700.0
CNF1333,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,2,100.0,73000.0
CNF1334,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,0,56.1,180600.0
CNF1335,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,14,54.3,201100.0
CNF1336,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,3,59.4,108700.0
CNF1337,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,1,70.5,60500.0
CNF1338,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,7,45.8,115000.0
CNF1339,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,3,70.3,57800.0
CNF1340,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,1,93.7,81300.0
CNF1341,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,8,72.1,89500.0
CNF1342,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,10,65.9,93900.0
CNF1343,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,5,61.3,145800.0
CNF1344,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,0,82.6,117100.0
CNF1345,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,4,58.4,121700.0
CNF1346,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,7,95.8,90900.0
CNF1347,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,97.1,92200.0
CNF1348,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,1,73.6,98900.0
CNF1349,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,10,69.8,190500.0
CNF1350,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,0,84.4,78700.0
CNF1351,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,6,85.3,164100.0
CNF1352,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,3,58.7,87700.0
CNF1353,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,2,62.6,84500.0
CNF1354,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,51.5,106600.0
CNF1355,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,8,75.7,86800.0
CNF1356,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,2,79.3,130500.0
CNF1357,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,3,51.1,152600.0
CNF1358,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,5,63.6,83300.0
CNF1359,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,6,51.1,68300.0
CNF1360,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,15,57.4,121800.0
CNF1361,Male,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,3,77.7,157100.0
CNF1362,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,2,59.7,66700.0
CNF1363,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,15,65.8,138900.0
CNF1364,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,5,47.2,115900.0
CNF1365,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,1,72.6,115600.0
CNF1366,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,0,69.4,63800.0
CNF1367,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,9,59.8,123600.0
CNF1368,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,2,67.4,136300.0
CNF1369,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,5,72.5,76400.0
CNF1370,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,58.6,66700.0
CNF1371,Female,Vice President — Pension,Grade 7,VP,5,Pension Administration,Toronto,1,49.3,178200.0
CNF1372,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,4,95.3,92700.0
CNF1373,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,0,61.1,123200.0
CNF1374,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,2,68.6,84600.0
CNF1375,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,3,84.2,87800.0
CNF1376,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Vancouver,2,100.0,168500.0
CNF1377,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,6,52.6,81100.0
CNF1378,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,8,76.3,98700.0
CNF1379,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,7,60.1,93200.0
CNF1380,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,62.5,123300.0
CNF1381,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,1,59.9,72500.0
CNF1382,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,3,54.2,78000.0
CNF1383,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,13,69.4,204000.0
CNF1384,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,9,49.4,58500.0
CNF1385,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,9,83.3,129900.0
CNF1386,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,1,70.8,91100.0
CNF1387,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,2,75.9,123200.0
CNF1388,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,3,63.5,81600.0
CNF1389,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,0,64.9,174900.0
CNF1390,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,0,74.0,72400.0
CNF1391,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,14,53.7,87700.0
CNF1392,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Vancouver,1,65.0,52700.0
CNF1393,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,58.0,87900.0
CNF1394,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,0,57.5,76900.0
CNF1395,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,13,40.5,97200.0
CNF1396,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,4,88.8,171300.0
CNF1397,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,5,60.4,85200.0
CNF1398,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,12,86.3,85100.0
CNF1399,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,2,85.0,119200.0
CNF1400,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,4,52.0,100900.0
